voc,name,center_cm-1,architecture,scenario,effective_path_m,target_enrichment_factor,target_recovery_fraction,atmospheric_background_residual_fraction,relative_transmission_noise_ppm,reference_concentration_ppb,target_attenuation_ppm,background_transmission,snr_at_reference_concentration,white_noise_equivalent_lod_ppb,maximum_background_tau_relative_error_ppm
Toluene,toluene,1030.75,direct_multipass,10 m baseline,10.0,1.0,1.0,1.0,1.0,0.89,1.0581084900485038,0.9924624175003555,1.0581084900485038,2.523370736660101,46.616017318736105
Toluene,toluene,1030.75,direct_multipass,100 m idealized,100.0,1.0,1.0,1.0,1.0,0.89,10.58103451900827,0.9271301386640152,10.58103451900827,0.25233827516614615,46.61601731873609
Toluene,toluene,1030.75,cavity_enhanced,1000 m effective path idealized,1000.0,1.0,1.0,1.0,1.0,0.89,105.80530720893933,0.469252928083491,105.80530720893933,0.02523502903996498,46.6160173187361
Toluene,toluene,1030.75,preconcentration_assisted,"100x enrichment, 80% recovery",10.0,100.0,0.8,0.01,1.0,0.89,84.64514138606383,0.9999243415258855,84.64514138606383,0.03154345253937511,372928.13854988886
X2_Butanone,2-butanone,939.2,direct_multipass,10 m baseline,10.0,1.0,1.0,1.0,1.0,1.26,1.5647228585047301,0.9902890670464485,1.5647228585047301,2.4157632640531745,53.44883848269746
X2_Butanone,2-butanone,939.2,direct_multipass,100 m idealized,100.0,1.0,1.0,1.0,1.0,1.26,15.647118409289895,0.9070262247324219,15.647118409289895,0.24157802741211223,53.44883848269746
X2_Butanone,2-butanone,939.2,cavity_enhanced,1000 m effective path idealized,1000.0,1.0,1.0,1.0,1.0,1.26,156.460167098027,0.37687596318920724,156.46016709802703,0.024159503790071476,53.44883848269746
X2_Butanone,2-butanone,939.2,preconcentration_assisted,"100x enrichment, 80% recovery",10.0,100.0,0.8,0.01,1.0,1.26,125.17009218371288,0.9999024208455776,125.1700921837129,0.030198907215407907,427590.7078615797
